"verbatimPrep","StandardPrep","standard","checked"
"Cranial (skull, section)",,0,0
"Cranial (skull, some damage)  + postcranial",,0,0
"Cranial (skull, squeeze)",,0,0
"Cranial (skull, squeezes)",,0,0
"Cranial (skulls, good) + postcranial",,0,0
"Cranial (snout)",,0,0
"Cranial (snout, anterior portion)",,0,0
"Cranial (some bones) + postcranial",,0,0
"Cranial (some head plates) + postcranial",,0,0
"Cranial (some material) + postcranial",,0,0
"Cranial (structures, including teeth)",,0,0
"Cranial (teeth visible) + postcranial",,0,0
"Cranial (unprepared)",,0,0
"Cranial (with good teeth)",,0,0
"Cranial (with jaws and teeth) + postcranial (anterior portion)",,0,0
"Cranial (with teeth) + postcranial (almost complete specimen)",,0,0
"Cranial (with teeth) + postcranial (complete specimen)",,0,0
"Cranial ? + post-cranial + fragment(s)",,0,0
"Cranial + postcranial",,0,0
"Cranial + postcranial (?complete specimen)",,0,0
"Cranial + postcranial (all complete specimens)",,0,0
"Cranial + postcranial (almost complete specimen)",,0,0
"Cranial + postcranial (almost complete specimen) + casts",,0,0
"Cranial + postcranial (almost complete specimen) + latex cast",,0,0
"Cranial + postcranial (almost complete specimen, disrupted)",,0,0
"Cranial + postcranial (almost complete specimen, poor preservation)",,0,0
"Cranial + postcranial (almost complete specimens, 3)",,0,0
"Cranial + postcranial (almost complete)",,0,0
"Cranial + postcranial (anterior half)",,0,0
"Cranial + postcranial (anterior portion)",,0,0
"Cranial + postcranial (anterior portion, disrupted)",,0,0
"Cranial + postcranial (anterior portion, poor)",,0,0
"Cranial + postcranial (anterior skeleton)",,0,0
"Cranial + postcranial (articulated skeleton)",,0,0
"Cranial + postcranial (articulated specimen)",,0,0
"Cranial + postcranial (body scales)",,0,0
"Cranial + postcranial (complete specimen + tail of another)",,0,0
"Cranial + postcranial (complete specimen)",,0,0
"Cranial + postcranial (complete specimen) + cast",,0,0
"Cranial + postcranial (complete specimen) + casts",,0,0
"Cranial + postcranial (complete specimen, articulated)",,0,0
"Cranial + postcranial (complete specimen, compressed laterally)",,0,0
"Cranial + postcranial (complete specimen, disrupted)",,0,0
"Cranial + postcranial (complete specimen, distorted)",,0,0
"Cranial + postcranial (complete specimen, partially crushed)",,0,0
"Cranial + postcranial (complete specimen, poor)",,0,0
"Cranial + postcranial (complete specimen, poorly preserved)",,0,0
"Cranial + postcranial (complete specimen, sectioned)",,0,0
"Cranial + postcranial (complete specimen, weathered)",,0,0
"Cranial + postcranial (complete specimen, worn)",,0,0
"Cranial + postcranial (complete specimens)",,0,0
"Cranial + postcranial (complete)",,0,0
"Cranial + postcranial (crushed)",,0,0
"Cranial + postcranial (disarticulated plates)",,0,0
"Cranial + postcranial (disrupted specimen)",,0,0
"Cranial + postcranial (disrupted)",,0,0
"Cranial + postcranial (fragments)",,0,0
"Cranial + postcranial (fragments, poor)",,0,0
"Cranial + postcranial (good tail)",,0,0
"Cranial + postcranial (head and thoracic shield, uncrushed)",,0,0
"Cranial + postcranial (head and trunk shield with tail)",,0,0
"Cranial + postcranial (head and trunk shield)",,0,0
"Cranial + postcranial (head and trunk shield, crushed)",,0,0
"Cranial + postcranial (head and trunk shield, incomplete)",,0,0
"Cranial + postcranial (head and trunk shields)",,0,0
"Cranial + postcranial (impression)",,0,0
"Cranial + postcranial (impression) + cast",,0,0
"Cranial + postcranial (imprint + spines)",,0,0
"Cranial + postcranial (imprint)",,0,0
"Cranial + postcranial (imprint, complete specimen)",,0,0
"Cranial + postcranial (including soft tissues)",,0,0
"Cranial + postcranial (incomplete specimen)",,0,0
"Cranial + postcranial (incomplete specimens)",,0,0
"Cranial + postcranial (incomplete)",,0,0
"Cranial + postcranial (incomplete, in matrix)",,0,0
"Cranial + postcranial (incomplete, worn)",,0,0
"Cranial + postcranial (lacking tail)",,0,0
"Cranial + postcranial (limbs visible)",,0,0
"Cranial + postcranial (misc. fragments inc. lower jaw)",,0,0
"Cranial + postcranial (misc. fragments)",,0,0
"Cranial + postcranial (missing tail)",,0,0
"Cranial + postcranial (mounted, showing growth series)",,0,0
"Cranial + postcranial (natural mould, missing tail)",,0,0
"Cranial + postcranial (nearly complete specimen)",,0,0
"Cranial + postcranial (part)",,0,0
"Cranial + postcranial (part, good scales)",,0,0
"Cranial + postcranial (part, unprepared)",,0,0
"Cranial + postcranial (partial anterior portion)",,0,0
"Cranial + postcranial (partially disarticulated)",,0,0
"Cranial + postcranial (partially disrupted)",,0,0
"Cranial + postcranial (partially disrupted, poor)",,0,0
"Cranial + postcranial (partially visible)",,0,0
"Cranial + postcranial (partly disarticulated)",,0,0
"Cranial + postcranial (pectoral fin, body scales)",,0,0
"Cranial + postcranial (poor)",,0,0
"Cranial + postcranial (poorly preserved)",,0,0
"Cranial + postcranial (posterior portion)",,0,0
"Cranial + postcranial (showing embryos) + cast",,0,0
"Cranial + postcranial (slightly worn)",,0,0
"Cranial + postcranial (some body scales)",,0,0
"Cranial + postcranial (some disarticulation)",,0,0
"Cranial + postcranial (tail missing)",,0,0
"Cranial + postcranial (unprepared)",,0,0
"Cranial + postcranial (vertebrae, four articulated)",,0,0
"Cranial + postcranial (worn)",,0,0
"Cranial + postcranial bones",,0,0
"Cranial + postcranial elements",,0,0
"Cranial + postcranial fragments",,0,0
"Cranial + postcranial skeleton (incomplete)",,0,0
"cranial and jaw frags, vertebrae",,0,0
"cranial and osteoderm frags",,0,0
"cranial and postcranial elements",,0,0
"cranial and postcranial fragments",,0,0
"cranial and postcranial frags, assoc",,0,0
"cranial and vertebral remains",,0,0
"cranial bone",,0,0
"CRANIAL BONE ?",,0,0
"cranial bone frags",,0,0
"CRANIAL BONES",,0,0
"Cranial cast",,0,0
"Cranial cast.",,0,0
"cranial element",,0,0
"cranial elements",,0,0
"Cranial elements (poor) +  postcranial (tail missing)",,0,0
"cranial elements ?, in concretion",,0,0
"cranial elements on part and counterpart",,0,0
"cranial elements, assoc",,0,0
"cranial elements+vertebrae",,0,0
"cranial elments",,0,0
"cranial frag",,0,0
"Cranial frag w incisors w R & L P4-M2",,0,0
"Cranial frag w L. P4-M2, R. P4-M1",,0,0
"cranial frag w orbital region",,0,0
"Cranial frag w R incisor",,0,0
"Cranial frag w R incisor frag, R & L P4-M2",,0,0
"Cranial frag w R incisor, R M1, L M1-M2, isolated molar",,0,0
"Cranial frag w R M1",,0,0
"Cranial frag w R M1-M2",,0,0
"cranial frag w R occipital condyle",,0,0
"Cranial frag w R P4, L M1-M3",,0,0
"cranial frag w R. M1, R. M2 frag",,0,0
"Cranial frag w R. P4-M1",,0,0
"cranial frag w rodent gnawing",,0,0
"Cranial frag, no teeth",,0,0
"cranial frag, otic region",,0,0
"cranial frag.",,0,0
"Cranial frag. w R M2",,0,0
"Cranial frag. w R. M1",,0,0
"Cranial frag., no teeth",,0,0
"cranial fraga, misc",,0,0
"cranial fragment",,0,0
"Cranial fragment w L M1-M3",,0,0
"cranial fragment w/mastoid process",,0,0
"cranial fragment with teeth",,0,0
"cranial fragments",,0,0
"cranial frags",,0,0
"cranial frags (2)",,0,0
"cranial frags + scales",,0,0
"cranial frags + vertebrae",,0,0
"cranial frags and vertebrae",,0,0
"cranial frags in nodule",,0,0
"cranial frags of 5 individuals",,0,0
"Cranial frags w LM1-M2, L dentary frag w m2",,0,0
"cranial frags, assoc",,0,0
"cranial frags, misc",,0,0
"cranial frags, some possibly assoc.?",,0,0
"cranial frags, vertebrae",,0,0
"cranial frags+limb bone",,0,0
"cranial frags+osteoderms",,0,0
"cranial frags+osteoderms, assoc?",,0,0
"cranial frags+vertebrae",,0,0
"cranial fragss",,0,0
"Cranial nerves (in spirit)",,0,0
"CRANIAL OSTEODERM FRAG",,0,0
"cranial region, isolated dermal bone, fragments",,0,0
"CRANIAL ROOF",,0,0
"Cranial scraps",,0,0
"CRANIAL VERTEX",,0,0
"cranial, postcranial, and shell frags",,0,0
"crania-postcrania",,0,0
"CRANIUM","skull",0,1
"cranium  (complete)",,0,0
"CRANIUM & LIMB FRAGS",,0,0
"cranium (broken)",,0,0
"Cranium (broken) w L incisor",,0,0
"cranium (complete)",,0,0
"Cranium (in spirit)",,0,0
"cranium (laterally crushed",,0,0
"Cranium (mounted, in spirit)",,0,0
"Cranium (part, left half) + vertebral column (mounted, in spirit)",,0,0
"cranium (partial)",,0,0
"Cranium (sectioned right half) + vertebral column, part (in spirit)",,0,0
"cranium (worn)",,0,0
"cranium + r dentary",,0,0
"cranium + vertebrae",,0,0
"Cranium + vertebral column, part (mounted, in spirit)",,0,0
"CRANIUM AND L DENTARY","cranium, left dentary",0,1
"CRANIUM AND R DENTARY","cranium, right dentary",0,1
"CRANIUM FRAG","partial skull",0,1
"CRANIUM FRAG,HORN CORE",,0,0
"CRANIUM FRAG,SCAPHOLUNAR,MID PHALANX",,0,0
"CRANIUM ONLY","cranium",0,1
"CRANIUM PORTION","partial skull",0,1
"cranium still partly encased in matrix",,0,0
"CRANIUM W ANTLERS ?",,0,0
"cranium w full cheek dentition",,0,0
"CRANIUM W HORN CORES",,0,0
"cranium w I1, P3-4, M1-3",,0,0
"cranium w l + r P4-M3, l + r dentaries w l p4, m2-3; r p3-m3",,0,0
"CRANIUM W L BULLA",,0,0
"cranium w l C1-P2,l+r P4-M3; dentaries w r i1-m3, l p1-m3",,0,0
"cranium w l P3-M3+r C, part P1-P2, P3-M3+3 vertebrae (fused)",,0,0
"cranium w l partial P2-4; r P2-4, l+r M1-3",,0,0
"cranium w l+r broken C1, P1-2; P3-4, M1",,0,0
"cranium w l+r C1, P1-4, M1-3",,0,0
"cranium w l+r C1, P2-4, M1-2",,0,0
"cranium w l+r P1-4, M1-3",,0,0
"cranium w l+r P2-4, M1-3, associated fragments",,0,0
"cranium w l+r P4, M1-3",,0,0
"cranium w left P4/-M3/, right P4/-M2",,0,0
"cranium w P1-2, dP3-4, M1-3",,0,0
"cranium w partial r C1, P1-2; l P1-2; l+r P3-4, M1-3",,0,0
"cranium w r C1, P1-2, l P3; l+r P4, M1-3",,0,0
"cranium w r C1; l+r P1-4, M1-2",,0,0
"cranium w r C-P1, l+r P2-M3; dentary, postcrania",,0,0
"cranium w very fragmentary l P4, M1-3",,0,0
"cranium with endocast",,0,0
"cranium, associated fragments",,0,0
"cranium, dentaries, partial postcranial skeleton",,0,0
"cranium, l+r dentaries",,0,0
"cranium, lower jaw, associated fragments",,0,0
"cranium, partial l dentary, many associated fragments",,0,0
"cranium, R pelvic frag, IX frags",,0,0
"Cranium, right half (mounted, in spirit)",,0,0
"Cranium, with lower jaws + anterior vertebrae + ribs (mounted, in spirit)",,0,0
"CRANIUM,/CHEEK TOOTH",,0,0
"CRANIUM,DENTARY",,0,0
"CRANIUM,DENTARY FRAGS",,0,0
"CRANIUM,DENTARY,ATLAS,AXIS",,0,0
"CRANIUM,DENTARY,INCOMPL SKELETON",,0,0
"CRANIUM,FRONTAL,DENTARY",,0,0
"CRANIUM,R DENTARY,W P3-M3,VERTEBRAE",,0,0
"CRANIUM,VERTEBRA",,0,0
"CRANIUM,VERTEBRAE",,0,0
"Cranium.","skull",0,1
"cranium+ L dentary",,0,0
"cranium+dentaries",,0,0
"cranium+dentaries in articulation",,0,0
"cranium+dentaries in articulation, partial skeleton",,0,0
"cranium+dentary",,0,0
"CRANIUM+HORN CORE",,0,0
"CRANIUM+HORN CORES",,0,0
"CRANIUM+INCOMPL SKELETON",,0,0
"cranium+l dentary",,0,0
"CRANIUM+PALATE",,0,0
"cranium+r dentary",,0,0
"crown of r p3",,0,0
"CRUSHED SKULL W R P1-M3+L P1-2+M2-3",,0,0
"CRUSHED SKULL W R+L M2-M5",,0,0
"crushing tooth",,0,0
"Cuboid",,0,0
"Cuboid (left)",,0,0
"Cuboid (left, incomplete))",,0,0
"CUBOID ?",,0,0
"CUBOID FRAG",,0,0
"CUBOID L",,0,0
"CUBOID R",,0,0
"CUBOID,ASTRAGALUS",,0,0
"CUBOID,ASTRAGALUS,PHALANX",,0,0
"CUBOID,CAUDAL VERTEBRAE",,0,0
"CUBOID,DIST METATARSAL 5,DIST PHALANX MANUS",,0,0
"CUBOID,ECTOCUNEIFORM",,0,0
"CUBOID,HUMERUS FRAG",,0,0
"CUBOID,LUNARS,COCCYX",,0,0
"CUBOID,METACARPAL 3",,0,0
"CUBOID,METACARPAL 4",,0,0
"CUBOID,NAVICULAR",,0,0
"CUBOID,NAVICULAR,PODIAL",,0,0
"CUBOID,PODIAL",,0,0
"CUBOID,UNCIFORM FRAG",,0,0
"CUBOID,VERTEBRA FRAG",,0,0
"Cuboid?",,0,0
"CUBOID? R",,0,0
"CUBOID+NAVICULAR",,0,0
"cuboid-navicular",,0,0
"CUBOIDS",,0,0
"CUBOIDS,PHALANGES",,0,0
"cubonavicular",,0,0
"Cubo-navicular",,0,0
"Cubonavicular  (left)",,0,0
"Cubo-navicular (left)",,0,0
"Cubo-navicular (left, incomplete)",,0,0
"Cubonavicular (right)",,0,0
"Cubo-navicular (right)",,0,0
"CUBO-NAVICULAR THIN SECTION",,0,0
"CUBONAVICULAR,ASTRAGALUS,CALCANEUM",,0,0
"Cuneiform",,0,0
"Cuneiform (?).",,0,0
"Cuneiform (left, manus)",,0,0
"Cuneiform (right)",,0,0
"Cuneiform (right, manus)",,0,0
"Cuneiform (right, middle)",,0,0
"CUNEIFORM ?",,0,0
"CUNEIFORM 1+2",,0,0
"CUNEIFORM 3",,0,0
"CUNEIFORM CF FRAG R",,0,0
"CUNEIFORM FRAG",,0,0
"CUNEIFORM FRAG,PHALANGES",,0,0
"CUNEIFORM L",,0,0
"CUNEIFORM R",,0,0
"CUNEIFORM,ASTRAGALUS,METAPODIAL 3,UNGUAL",,0,0
"CUNEIFORM,ASTRAGALUS,PHALANX,CUBOID,FIBULA",,0,0
"CUNEIFORM,LUNAR",,0,0
"CUNEIFORM,PHALANX",,0,0
"CUNEIFORM,PISIFORM",,0,0
"CUNEIFORM,PODIAL",,0,0
"CUNEIFORM,SESAMOID",,0,0
"Cuneiform.",,0,0
"Cuneiform?",,0,0
"CUNEIFORMS",,0,0
"cuniform",,0,0
"CUOBID,PODIAL",,0,0
"CUOID",,0,0
"CUSPS",,0,0
"D C/,R I/,DENTARY,2 CALCANEUM,METATARSAL 2,4,5,PHALANX,2 RIB",,0,0
"D CHEEK TEETH,I,2 JUV SYMPHYSES",,0,0
"D M",,0,0
"d p4",,0,0
"D TED CHEEK T",,0,0
"D TEETH",,0,0
"D TEETH ?",,0,0
"D TEETH/",,0,0
"D TOOTH",,0,0
"D TOOTH FRAG",,0,0
"D TOOTH FRAGS",,0,0
"D TUSK/",,0,0
"d, p4",,0,0
"D?C1/",,0,0
"DC",,0,0
"DC/",,0,0
"DC/1",,0,0
"DC/1 R CF",,0,0
"DD",,0,0
"decid premolar frags+molar frag, assoc",,0,0
"DECIDUOUS CANINE",,0,0
"DECIDUOUS INCISOR",,0,0
"Deciduous incisor, complete and half.",,0,0
"Deciduous incisor.",,0,0
"deciduous M3",,0,0
"deciduous premolar",,0,0
"deciduous premolar (LDP3)",,0,0
"Deciduous premolar, unworn.",,0,0
"deciduous premolar?",,0,0
"Deciduous R lower premolar.",,0,0
"Deciduous R upper premolar.",,0,0
"DECIDUOUS TEETH",,0,0
"deciduous tooth frags",,0,0
"deciduous upper canine",,0,0
"Deformed buds (mounted, in spirit)",,0,0
"Dehydrated",,0,0
"demal plate",,0,0
"DENARY ALL TEETH L",,0,0
"DENATRY PARTIAL P/4 L",,0,0
"DENT FRAG L",,0,0
"DENT FRAG R",,0,0
"Dent w/Mx",,0,0
"Dent. frag w /P2-3, 2 max. frags with P4/+M2-3/ and M1/-M3/",,0,0
"dental element",,0,0
"dental frags",,0,0
"DENTAL PLATE",,0,0
"dental plate frags",,0,0
"dental plates",,0,0
"DENTALOSPLENIALS",,0,0
"DENTALOSPLENITALS",,0,0
"Dentaries","dentaries",0,1
"dentaries (2)",,0,0
"dentaries (2) w/ no teeth",,0,0
"dentaries (2), 1 with a premolar, the other w/ no teeth",,0,0
"dentaries (containing teeth",,0,0
"Dentaries (pair)",,0,0
"Dentaries (right and left)",,0,0
"dentaries + phalanx",,0,0
"dentaries and vomer",,0,0
"DENTARIES ONLY","dentaries",0,1
"DENTARIES TOOTH FRAGS",,0,0
"DENTARIES W M1-M2",,0,0
"DENTARIES W M2-M3",,0,0
"DENTARIES W P4-M1",,0,0
"DENTARIES W P4-M3",,0,0
"DENTARIES W TEETH",,0,0
"DENTARIES W TEETH,MAXILLAS W TEETH",,0,0
"dentaries with broken teeth, unassoc.",,0,0
"DENTARIES&",,0,0
"dentaries, shell frags",,0,0
"dentaries, skull, part skeleton",,0,0
"DENTARIES,/P1-M3",,0,0
"DENTARIES,BONE FRAGS",,0,0
"DENTARIES,C,/P1-P2",,0,0
"DENTARIES,DENTARY FRAGS",,0,0
"DENTARIES,FEMURS",,0,0
"DENTARIES,INCOMPL SKULL",,0,0
"DENTARIES,INNOMINATE FRAGS",,0,0
"DENTARIES,LIMB BONE FRAGS",,0,0
"DENTARIES,LIMB BONES",,0,0
"DENTARIES,MAXILLA",,0,0
"DENTARIES,MAXILLA FRAG",,0,0
"DENTARIES,MAXILLA FRAGS",,0,0
"DENTARIES,MAXILLAE",,0,0
"DENTARIES,MAXILLARIES",,0,0
"DENTARIES,P2-M3/,LIMB BONE",,0,0
"DENTARIES,P4-M2",,0,0
"DENTARIES,PREMAXILLA",,0,0
"DENTARIES,SKULL FRAGS",,0,0
"DENTARIES,TEETH",,0,0
"DENTARIES,TOOTH",,0,0
"DENTARIES,VOMER",,0,0
"Dentaries.",,0,0
"DENTARIES+I",,0,0
"dentaries+maxillae (edentulous",,0,0
"DENTARY","dentary",0,1
"DENTARY  ALL DENTITION R",,0,0
"DENTARY  ALL TEETH L",,0,0
"Dentary  and cheek tooth fragments.",,0,0
"DENTARY  I/1 M/1-3 R",,0,0
"DENTARY  I/1 P/4-M/3 R",,0,0
"Dentary  p/2 p/3 p/4 m,/1 m/2 m/3.",,0,0
"DENTARY  P/3-4 M/3 R",,0,0
"DENTARY  P/4 M/1-3 PORT R",,0,0
"DENTARY  P2  P3  P4  M1  M2  M3",,0,0
"DENTARY  R  P/4-M/2",,0,0
"DENTARY  ROOTS OF TWO TEETH",,0,0
"DENTARY & CHEEKTEETH",,0,0
"DENTARY & MAXILLA (25), MOLAR (18)",,0,0
"DENTARY (?).",,0,0
"DENTARY (14), M/1",,0,0
"Dentary (16),cheektooth (20).",,0,0
"DENTARY (2), M/1, M/2",,0,0
"Dentary (2); m/2.",,0,0
"Dentary (2); molar (7).",,0,0
"DENTARY (2); P/3 (6)",,0,0
"DENTARY (2); PALATE (3); PREMAXILLA PR",,0,0
"Dentary (26),cheektooth (25).",,0,0
"DENTARY (3 WITH 2 MOLARS), DENTARY R (2), MOLAR",,0,0
"DENTARY (3 WITH 4 CHEEKTEETH), MAXILLA & PREMAX PR",,0,0
"DENTARY (3) , M/1 L, MAXILLA M1/L.",,0,0
"DENTARY (3) INCLUDING TEETH; P4/",,0,0
"DENTARY (3) WITH 5 CHEEKTEETH",,0,0
"DENTARY (3); P/3 (1)",,0,0
"DENTARY (3); P/3 (2)",,0,0
"Dentary (3); palate (2); m/2.",,0,0
"DENTARY (4); P/3 (4)",,0,0
"Dentary (5 with 7 molars).",,0,0
"Dentary (5); molar 3).",,0,0
"Dentary (5); pair frontals.",,0,0
"Dentary (6); maxillla.",,0,0
"Dentary (6); molar (6).",,0,0
"DENTARY (7 WITH 7 MOLARS), MAXILLA R",,0,0
"DENTARY (7) WITH 6 M/1 6 M/2",,0,0
"DENTARY (9) (WITH 7 MOLARS)",,0,0
"Dentary (anterior end)",,0,0
"Dentary (anterior end) + teeth",,0,0
"dentary (edentulous",,0,0
"dentary (edentuous)",,0,0
"Dentary (fragment)",,0,0
"Dentary (fragments)",,0,0
"Dentary (left)",,0,0
"Dentary (left, anterior end)",,0,0
"Dentary (left, part)",,0,0
"Dentary (nearly complete, right)",,0,0
"Dentary (part) + tooth (large)",,0,0
"Dentary (posterior portion, right)",,0,0
"Dentary (right anterior portion) + teeth (2) + tusk (part)",,0,0
"Dentary (right)",,0,0
"DENTARY /1 ANT L",,0,0
"DENTARY /4 M/-2 R",,0,0
"DENTARY /I1 L",,0,0
"DENTARY /M1-M3",,0,0
"DENTARY /M2-3 R",,0,0
"DENTARY /M2-M3",,0,0
"DENTARY /P4-M3 R",,0,0
"Dentary ?",,0,0
"DENTARY ? FRAG",,0,0
"Dentary + other ? cranial pieces",,0,0
"Dentary + teeth",,0,0
"Dentary + teeth (5)",,0,0
"DENTARY 13 TEETH R",,0,0
"DENTARY 2 I",,0,0
"DENTARY 2 TEETH L",,0,0
"DENTARY 3 CHEEKTEETH FRAG",,0,0
"DENTARY 5 CHEEKTEETH FRAGS R",,0,0
"DENTARY 8 TEETH L",,0,0
"DENTARY 8.5 TEETH R",,0,0
"DENTARY ALL CHEEKTEETH, NO VENTRAL PORTION",,0,0
"DENTARY ALL DENTITION L",,0,0
"DENTARY ALL DENTITION R",,0,0
"DENTARY ALL DENTITON L",,0,0
"DENTARY ALL INCISORS R P/2 ANT R&L",,0,0
"DENTARY ALL TEETH",,0,0
"DENTARY ALL TEETH EXC I/1 R",,0,0
"DENTARY ALL TEETH EXC INCISORS",,0,0
"DENTARY ALL TEETH EXC P/3 R",,0,0
"DENTARY ALL TEETH EXC R M/3  R & L",,0,0
"DENTARY ALL TEETH EXCEPT P/3 L",,0,0
"DENTARY ALL TEETH R & L",,0,0
"dentary and cranial frags, unassoc",,0,0
"dentary and max frag",,0,0
"dentary and max frags",,0,0
"DENTARY AND MAXILLA FRAGS",,0,0
"DENTARY AND SKULL FRAG",,0,0
"DENTARY AND SYMPHYSIS 5/I P/2-M/2 L",,0,0
"Dentary and tooth.",,0,0
"DENTARY ANT",,0,0
"DENTARY ANT 3/5 L",,0,0
"DENTARY ANT END TOOTHROW",,0,0
"DENTARY ANT FOUR-FIFTHS R",,0,0
"DENTARY ANT FRAG R",,0,0
"DENTARY ANT HALF M/1-2 R",,0,0
"DENTARY ANT I/1",,0,0
"DENTARY ANT I/1 U/2 M/1-3",,0,0
"DENTARY ANT L, M2/ R, M3/ L",,0,0
"DENTARY ANT L, MOLAR (5)",,0,0
"DENTARY ANT L, PREMAX PR, PREMAX PR P4/, DENTARY L",,0,0
"DENTARY ANT M/1 L",,0,0
"DENTARY ANT ONE-THIRD L",,0,0
"DENTARY ANT P/4 L",,0,0
"DENTARY ANT PR",,0,0
"DENTARY ANT R (2), CHEEKTOOTH (3)",,0,0
"DENTARY ANT R, DENTARY I/1 L",,0,0
"DENTARY ANTE TWO-THIRDS L",,0,0
"DENTARY ARTIC-ANGULAR AREA R",,0,0
"DENTARY ARTICULAR & PORT ANGULAR PROC R",,0,0
"Dentary articular and angular process.",,0,0
"DENTARY ARTICULAR AREA L",,0,0
"dentary articular condyle",,0,0
"DENTARY ARTICULAR PROCESS",,0,0
"DENTARY ARTICULAR PROCESS L",,0,0
"DENTARY BASE I/1 U/ ANT TIP R",,0,0
"DENTARY BODY P/2-4 M/1-2 R",,0,0
"DENTARY BONE FRAG",,0,0
"DENTARY C/1 ANT R",,0,0
"DENTARY C/1 M/2 R",,0,0
"DENTARY C/1 P M",,0,0
"DENTARY C/1 P/1-4 M/1",,0,0
"DENTARY C/1 P/2 M/1-3 R",,0,0
"DENTARY C/1 P/2 P/4-M/3 R",,0,0
"DENTARY C/1 P/2-4 ANT R",,0,0
"DENTARY C/1 P/2-4 M/1 R",,0,0
"DENTARY C/1 P/2-4 M/1-2 ANT TWO-THIRDS R",,0,0
"DENTARY C/1 P/2-M/1 R",,0,0
"DENTARY C/1 P/2-M/2 L",,0,0
"DENTARY C/1 P/2-M/2 R",,0,0
"DENTARY C/1 P/2-M/3 L",,0,0
"DENTARY C/1 P/2-M/3 R",,0,0
"DENTARY C/1 P/2-P/4 M/2 L",,0,0
"DENTARY C/1 P/3-4 M/1 L",,0,0
"DENTARY C/1 P/3-4 M/2-3 R",,0,0
"DENTARY C/1 P/3-M/3 R",,0,0
"DENTARY C/1 P/4 M/1 L",,0,0
"DENTARY C/1 P/4 M/1-3 R",,0,0
"DENTARY C/1-M/1 L",,0,0
"DENTARY C/1-M/1 R",,0,0
"DENTARY C/1-M/2",,0,0
"DENTARY C/1-M/2 R; DENTARY P/3-M3 L",,0,0
"DENTARY C/1-M/3 L",,0,0
"DENTARY C/1-M/3 R",,0,0
"DENTARY CENT PORT L",,0,0
"DENTARY CENTRAL PORT L",,0,0
"DENTARY CHEEK TEETH",,0,0
"DENTARY CHEEKTEETH FRAG L",,0,0
"DENTARY CHEEKTOOTH FRAG R",,0,0
"DENTARY CONDYLE",,0,0
"DENTARY CONDYLOID & CORONOID PROC",,0,0
"DENTARY CONDYLOID PROCESS",,0,0
"DENTARY CORONOID & ARTICULAR PROCESSES",,0,0
"DENTARY DIAST. & P/3 ALV L",,0,0
"DENTARY DIASTEMA FRAG L",,0,0
"DENTARY DORSAL FRAG L",,0,0
"DENTARY DP/2-4 M/1 L",,0,0
"DENTARY DP/2-4 M/1 R",,0,0
"DENTARY DP/2-4 M/1-2 R",,0,0
"DENTARY DP/3-4 ERUPTING M/1",,0,0
"DENTARY DP/3-4 M/1 ANT R",,0,0
"DENTARY DP/3-4 M/1 M/2 (ERUPTING) R",,0,0
"DENTARY DP/3-4 M/1 R",,0,0
"DENTARY DP/4 ANT END",,0,0
"DENTARY DP/4 FRAG R",,0,0
"DENTARY DP/4 M/1",,0,0
"DENTARY DP/4 M/1-2 L",,0,0
"DENTARY DP/4 M/1-3 R",,0,0
"DENTARY DP/4-M/2 L",,0,0
"DENTARY EXC ANT END R",,0,0
"DENTARY FRAG",,0,0
"DENTARY FRAG (2), CHEEKTOOTH (4)",,0,0
"DENTARY FRAG (2), CHEEKTOOTH FRAG (5), PALATE (2)",,0,0
"DENTARY FRAG (3), M3/",,0,0
"DENTARY FRAG (ANT) I/1 R",,0,0
"DENTARY FRAG ?",,0,0
"DENTARY FRAG + misc bone (batch num)",,0,0
"dentary frag and limb bone",,0,0
"DENTARY FRAG ANT L",,0,0
"DENTARY FRAG ANT PORT L",,0,0
"dentary frag edentulous",,0,0
"DENTARY FRAG I/1  M/1-3 L",,0,0
"DENTARY FRAG I/1  P/4  M/1-3 R",,0,0
"DENTARY FRAG I/1 ANT HALF L",,0,0
"DENTARY FRAG I/1 L",,0,0
"DENTARY FRAG I/1 M/1 L",,0,0
"DENTARY FRAG I/1 M/1 M/2 FRAG L",,0,0
"DENTARY FRAG I/1 M/1 R",,0,0
"DENTARY FRAG I/1 M/1-2 L",,0,0
"DENTARY FRAG I/1 M/1-2 R",,0,0
"DENTARY FRAG I/1 M/1-3 L",,0,0
"DENTARY FRAG I/1 M/3 R",,0,0
"DENTARY FRAG I/1 R",,0,0
"DENTARY FRAG I/1-U/2 R",,0,0
"DENTARY FRAG L & R DIASTEMA",,0,0
"DENTARY FRAG L DIASTEMA",,0,0
"DENTARY FRAG M/1 FRAG M/2-3 L",,0,0
"DENTARY FRAG M/1 L",,0,0
"DENTARY FRAG M/1 M/3 R",,0,0
"DENTARY FRAG M/1 R",,0,0
"DENTARY FRAG M/1-2",,0,0
"DENTARY FRAG M/1-2 L",,0,0
"DENTARY FRAG M/1-2 R",,0,0
"DENTARY FRAG M/1-3 L",,0,0
"DENTARY FRAG M/1-3 R",,0,0
"DENTARY FRAG M/2 FRAG",,0,0
"DENTARY FRAG M/2 FRAG L",,0,0
"DENTARY FRAG M/2 FRAG M/3 FRAG L",,0,0
"DENTARY FRAG M/2 FRAG M/3 FRAG R",,0,0
"DENTARY FRAG M/2 FRAG M/3 L",,0,0
"DENTARY FRAG M/2 FRAG R",,0,0
