georeferenceverificationstatus	standard	vetted
MEXICAN BIRD ATLAS, NAVARRO-SIGENZA ET AL. - 2003	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
MEXICAN BIRD ATLAS, NAVARRO-SIGⁿENZA ET AL. - 2003	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
MEXICAN BIRD ATLAS, NAVARRO-SIGÜENZA ET AL. - 2003	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
MINISTERIO DE FOMENTO: NICARAGUA 1:50,000 (1966)		1
N/A		1
NA		1
NAMED PLACE, BOUNDED AREA		1
NAVARRO-SIGENZA, A. G., PETERSON, A. T. AND GORDILLO-MARTINEZ, A. (2003) MUSEUMS WORKING TOGETHER: THE ATLAS OF THE BIRDS OF MEXICO. BULL. BRIT. ORN. CLUB 123A: 207?225.	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
NAVARRO-SIGENZA, A. G., PETERSON, A. T. AND GORDILLO-MARTINEZ, A. (2003) MUSEUMS WORKING TOGETHER: THE ATLAS OF THE BIRDS OF MEXICO. BULL. BRIT. ORN. CLUB 123A: 207225.	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
NAVARRO-SIGⁿENZA, A. G., PETERSON, A. T. AND GORDILLO-MARTINEZ, A. (2003) MUSEUMS WORKING TOGETHER: THE ATLAS OF THE BIRDS OF MEXICO. BULL. BRIT. ORN. CLUB 123A: 207Û225.	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
NAVARRO-SIGÜENZA, A. G., PETERSON, A. T. AND GORDILLO-MARTINEZ, A. (2003) MUSEUMS WORKING TOGETHER: THE ATLAS OF THE BIRDS OF MEXICO. BULL. BRIT. ORN. CLUB 123A: 207 225.	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
NAVARRO-SIGÜENZA, A. G., PETERSON, A. T. AND GORDILLO-MARTINEZ, A. (2003) MUSEUMS WORKING TOGETHER: THE ATLAS OF THE BIRDS OF MEXICO. BULL. BRIT. ORN. CLUB 123A: 207225.	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
NAVARRO-SIGÜENZA, A. G., PETERSON, A. T. AND GORDILLO-MARTINEZ, A. (2003) MUSEUMS WORKING TOGETHER: THE ATLAS OF THE BIRDS OF MEXICO. BULL. BRIT. ORN. CLUB 123A: 207–225.	Navarro-Sigüenza, A. G., Peterson, A. T. and Gordillo-Martinez, A. (2003) Museums working together: the atlas of the birds of Mexico. Bull. Brit. Orn. Club 123A: 207225.	1
NEW MEXICO RGIS		1
NIMA - GNS DATABASE		1
NONE		1
NOT RECORDED		1
OFFSET ALONG A PATH		1
ON-LINE ATLAS		1
ORNITHOLOGICAL GAZETTEER OF ECUADOR, 1993, RAYMOND A. PAYNTER		1
OTHER	not recorded	1
PHONE APP		1
PRINCIPALES RESULTADOS POR LOCALIDAD, XII CENSO DE POBLACIN Y VIVIENDA 2000, INSTITUTO NACIONAL DE ESTADSTICA GEOGRAFA E INFORMTICA (INEGI)		1
PRINCIPALES RESULTADOS POR LOCALIDAD, XII CENSO DE POBLACIÙN Y VIVIENDA 2000, INSTITUTO NACIONAL DE ESTADÆSTICA GEOGRAFÆA E INFORMÇTICA (INEGI)		1
REPATRIATION OF DATA FROM FISHNET COLLABORATIVE GE		1
SPECIMEN LABEL	specimen label	1
SURVEYS AND MAPPING DIVISION, MINISTRY OF LANDS, HOUSING AND URBAN DEVELOPMENT, TANZANIA, 1990. MOSHI MAP (56/4).		1
SURVEYS AND MAPPING DIVISION, MINISTRY OF LANDS, HOUSING AND URBAN DEVELOPMENT, TANZANIA, 1991. ARUSHA MAP (SHEET 55/3).		1
SURVEYS AND MAPPING DIVISION, MINISTRY OF LANDS, HOUSING AND URBAN DEVELOPMENT, TANZANIA, 1992. SERONERA MAP (SHEET 25/4).		1
SURVEYS AND MAPPING DIVISION, MINISTRY OF LANDS, NATURAL RESOURCES AND TOURISM, TANZANIA, 1990. KOROGWE (SHEET 129/2)		1
SURVEYS AND MAPPING DIVISION, MINISTRY OF LANDS, NATURAL RESOURCES AND TOURISM, TANZANIA, 1990. MNYUZI (SHEET 130/1)		1
TERRAIN NAVIGATOR 3.02		1
TERRAIN NAVIGATOR 3.02 USGS 1:100,000		1
TERRAIN NAVIGATOR 3.02 USGS 1:24,000		1
TERRAIN NAVIGATOR 3.02 USGS 1:24,000; DELORME NORTHERN CALIFORNIA ATLAS AND GAZETTEER		1
TERRAIN NAVIGATOR 5.03		1
TERRAIN NAVIGATOR 5.03 USGS 1:100,000		1
TERRAIN NAVIGATOR 5.03 USGS 1:24,000		1
TEXAS ALMANAC		1
THE EXTENT IS (1005.5M) GEOREFERENCING QUICK REFERENCE GUIDE VERSION 2012-10-08		1
THESAURUS		1
TOPO USA 4.0		1
TOPO USA PACIFIC WEST V 3.0 DELORME		1
TOPOGRAPHIC MAP		1
TOPOZONE		1
TOPOZONE 1:100,000		1
TOPOZONE 1:25,000		1
TOPOZONE GAZETTEER		1
TOPOZONE USGS 1:100,000		1
TOPOZONE USGS 1:50,000		1
TOPOZONE.COM		1
TOPOZONE.COM 1:100,000		1
TOPOZONE.COM 1:50,000; MSU CAMPUS MAP, 2000		1
TOPOZONE.COM AND GEOREFCALCULATOR		1
TOPOZONE.COM GAZETTEER		1
TRS GRAPHICAL LOCATOR WEB SITE, HTTP://WWW.ESG.MONTANA.EDU/GL/TRS-DATA.HTML		1
TRS2LL BATCH PROGRAM VER 11/26/2001		1
TULANE GEOLOCATE		1
U.S. BOARD ON GEOGRAPHIC NAMES, COLOMBIA, 2003.		1
U.S. GEOLOGICAL SURVEY. STATE OF NORTH CAROLINA. 1993. 1:500,000		1
UNDEFINED AREA. GEOREFERENCING QUICK REFERENCE GUIDE VERSION 2012-10-08.	Georeferencing Quick Reference Guide Version 2012-10-08	1
UNITED STATES BOARD ON GEOGRAPHIC NAMES, GAZETTEER 92, 1962.		1
UNITED STATES CIA MAP OF JAMAICA 1968. 1:500,000		1
UNKNOWN		1
UNKNOWN-MIGRATION	not recorded	1
US ARMY CORPS OF ENGINEERS DOMINICAN REPUBLIC 1961: 1:250,000		1
US TOPO AND HISTORICAL TOPOGRAPHIC MAP COLLECTION		1
USGS 1:24,000		1
USGS GNIS WEBSITE, HTTP://GEONAMES.USGS.GOV/PLS/GNIS/WEB_QUERY.GNIS_WEB_QUERY_FORM		1
USGS MAP 1:24,000		1
UTM		1
VERTNET	VertNet Georeferencing Guidelines	1
VERTNET GEOREFERENCING GUIDELINES	VertNet Georeferencing Guidelines	1
VERTNET GEOREFERENCING GUIDELINES, GBIF BEST PRACTICES	VertNet Georeferencing Guidelines	1
WG884		1
WGS		1
WGS 1984		1
WGS 84		1
WGS- 84		1
WGS 94		1
WGS_84		1
WGS84		1
WGS-84		1
WGS84 GEOLOCATE		1
WGS84 HAND HELD GPS		1
WGS84, GOOGLE MAPS		1
WIKIPEDIA		1
WTS-84		1
